sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate
LN713559,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11924,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_3_var01
LN713560,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11924,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_3_var02
LN713635,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11924,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_1_var01
LN713636,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11924,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_1_var02
LN713659,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11923,24-Sep-15,24-Sep-15,cell culture,26387431,sadWistar_3_var01
LN713661,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11923,24-Sep-15,24-Sep-15,cell culture,26387431,sadWistar_5_var01
LN713634,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11922,24-Sep-15,24-Sep-15,cell culture,26387431,sadERAtueb_5_var01
LN713633,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11920,24-Sep-15,24-Sep-15,cell culture,26387431,sadERAtueb_4_var01
LN713667,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11919,24-Sep-15,24-Sep-15,cell culture,26387431,sag2BatchF04_4_var01
LN713668,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11919,24-Sep-15,24-Sep-15,cell culture,26387431,sag2BatchF04_4_var02
LN713612,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11918,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_2_var01
LN713613,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11918,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_2_var02
LN713614,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11918,24-Sep-15,24-Sep-15,cell culture,26387431,sadBernO_2_var03
LN713631,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11918,24-Sep-15,24-Sep-15,cell culture,26387431,sadERAtueb_2_var01
LN713632,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11918,24-Sep-15,24-Sep-15,cell culture,26387431,sadERAtueb_3_var01
LN713546,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11917,24-Sep-15,24-Sep-15,cell culture,26387431,sadB19Behr_5_var01
LN713649,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11917,24-Sep-15,24-Sep-15,cell culture,26387431,sadP588_3_var01
LN713651,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11916,24-Sep-15,24-Sep-15,cell culture,26387431,sadP588_5_var01
LN713630,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11914,24-Sep-15,24-Sep-15,cell culture,26387431,sadERAtueb_1_var01
LT993241,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Canada,-,1994,1994,1994,11914,09-Apr-18,09-Apr-18,-,-,CAN/1994/brain
LN713561,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11913,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_4_var01
LN713562,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11913,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_4_var02
LN713563,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11913,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_4_var03
LN713564,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11913,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_4_var04
LN713565,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11913,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_4_var05
LN713566,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11913,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch744_4_var06
LN713647,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11912,24-Sep-15,24-Sep-15,cell culture,26387431,sadP588_1_var01
LN713662,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11909,24-Sep-15,24-Sep-15,cell culture,26387431,sag2BatchF04_1_var01
LN713663,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11909,24-Sep-15,24-Sep-15,cell culture,26387431,sag2BatchF04_1_var02
LT993234,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Germany,-,2004,2004,2004,11909,09-Apr-18,09-Apr-18,-,-,GER/2004/brain
LN713664,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11908,24-Sep-15,24-Sep-15,cell culture,26387431,sag2BatchF04_2_var01
LT993235,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,2012,2012,2012,11908,09-Apr-18,09-Apr-18,-,-,SLOV/2012/cellculture1
LN713544,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11906,24-Sep-15,24-Sep-15,cell culture,26387431,sadB19Behr_3_var01
LN713645,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11906,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_5_var01
LN713646,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11906,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_5_var02
LN713650,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11906,24-Sep-15,24-Sep-15,cell culture,26387431,sadP588_4_var01
LT993242,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Canada,-,1996,1996,1996,11904,09-Apr-18,09-Apr-18,-,-,CAN/1996/brain
LT993233,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Germany,-,2001,2001,2001,11901,09-Apr-18,09-Apr-18,-,-,GER/2001/brain
LN713574,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11899,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_2_var03
LN713575,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11899,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_2_var04
LN713572,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11898,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_2_var01
LN713573,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11898,24-Sep-15,24-Sep-15,cell culture,26387431,sadBatch793_2_var02
LN713637,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11898,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_2_var01
LN713638,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11897,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_2_var02
LN713639,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11893,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_3_var01
LN713640,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11893,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_3_var02
LN713641,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11893,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_3_var03
LN713642,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11893,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_3_var04
MF630920,AL_Cosmopolitan_Vac,Cosmopolitan Vac,RUS,Russia,Moscow,2016,2016,2016,11893,05-Nov-17,05-Nov-17,-,-,Moscow 3253 (Vero)
LN713551,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11891,24-Sep-15,24-Sep-15,cell culture,26387431,sadB19p1_5_var01
LN713658,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11889,24-Sep-15,24-Sep-15,cell culture,26387431,sadWistar_2_var01
EU877067,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2008,11886,05-Aug-08,08-Apr-09,-,19161553,SAD B19-4th
EU877068,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2008,11886,05-Aug-08,08-Apr-09,-,19161553,SAD B19-1st
EU877069,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2008,11886,05-Aug-08,02-Mar-09,-,19161553,SAD B19-1st
EU877070,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2008,11886,05-Aug-08,02-Mar-09,-,19161553,SAD B19-5th
EU877071,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2008,11886,05-Aug-08,02-Mar-09,-,19161553,SAD B19-10th
LN713657,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11885,24-Sep-15,24-Sep-15,cell culture,26387431,sadWistar_1_var01
LN713643,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11874,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_4_var01
LN713644,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11874,24-Sep-15,24-Sep-15,cell culture,26387431,sadLysvulpen0609_4_var02
LN713660,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11873,24-Sep-15,24-Sep-15,cell culture,26387431,sadWistar_4_var01
LN713550,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11872,24-Sep-15,24-Sep-15,cell culture,26387431,sadB19p1_4_var01
LN713547,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11870,24-Sep-15,24-Sep-15,cell culture,26387431,sadB19p1_1_var01
LN713549,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11858,24-Sep-15,24-Sep-15,cell culture,26387431,sadB19p1_3_var01
LT993246,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,2004,2004,2004,11852,09-Apr-18,09-Apr-18,-,-,AUS/2004/brain
LN713548,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2015,11841,24-Sep-15,24-Sep-15,cell culture,26387431,sadB19p1_2_var01
KC178555,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2013,11005,28-Aug-13,28-Aug-13,-,23899697,Lysvulpen
KC178556,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2013,11005,28-Aug-13,28-Aug-13,-,23899697,SAD Bern
EU119869,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2007,1657,15-Sep-07,15-Sep-07,-,-,ERA.KK
AJ489620,AL_Cosmopolitan_Vac,Cosmopolitan Vac,IND,India,-,-,-,2002,1650,18-Jun-02,18-Jun-02,-,-,ERA
M38452,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,1993,1650,03-Aug-93,17-Sep-90,-,6897030,ERA strain
J02293,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,1993,1645,03-Aug-93,16-Dec-85,-,6272128,-
X71879,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,1993,1639,17-May-93,19-Mar-97,-,7979981,Vnukovo-32
AF233275,AL_Cosmopolitan_Vac,Cosmopolitan Vac,IND,India,Chennai,1995,1995,1995,1610,10-Mar-00,11-Jul-01,Ovis aries,-,sheep/Chennai/India/95(street)
DQ074978,AL_Cosmopolitan_Vac,Cosmopolitan Vac,IND,India,-,-,-,2005,1598,04-Jul-05,04-Jul-05,Canis lupus familiaris,-,-
AF406693,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2003,1575,03-Jul-03,08-Jun-05,-,12970438,ERA
AF406694,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2003,1575,03-Jul-03,12-Sep-03,-,12970438,CVS
EU267745,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Guizhou,2004,2004,2004,1575,07-Dec-08,05-Jan-09,Homo sapiens,19041424,Guizhou Al0(H)
EU267772,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Jiangsu,2004,2004,2004,1575,07-Dec-08,05-Jan-09,Homo sapiens,19041424,Jiangsu Wx0(H)
JX944575,AL_Cosmopolitan_Vac,Cosmopolitan Vac,NPL,Nepal,-,-,-,2013,1575,31-Oct-13,04-Dec-13,-,24278494,4403-12
KU884973,AL_Cosmopolitan_Vac,Cosmopolitan Vac,FRA,France,-,1993,1993,1993,1575,28-Mar-16,28-Mar-16,-,26992832,93127FRA
MK032216,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,France,Paris,1882,1882,1882,1575,20-Nov-18,20-Nov-18,Bos taurus,-,PV2061
EF203431,AL_Cosmopolitan_Vac,Cosmopolitan Vac,USA,United States,California,-,-,2007,1572,06-Feb-07,14-Jul-16,skunk,17240489,CA
EF025115,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CAN,Canada,Ontario,-,-,2006,1520,04-Nov-06,14-Jul-16,-,18263823,G_91-SS
EF025116,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CAN,Canada,Ontario,-,-,2006,1520,04-Nov-06,14-Jul-16,-,18263823,G_92-RF
EF025117,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CAN,Canada,Ontario,-,-,2006,1520,04-Nov-06,14-Jul-16,-,18263823,G_92-Rac
EF025118,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CAN,Canada,Ontario,-,-,2006,1520,04-Nov-06,14-Jul-16,-,18263823,G_94-Bov
EF025119,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CAN,Canada,Ontario,-,-,2006,1520,04-Nov-06,14-Jul-16,-,18263823,G_94-SS
EF025120,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CAN,Canada,Ontario,-,-,2006,1520,04-Nov-06,14-Jul-16,-,18263823,G_96-RF
EF025121,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CAN,Canada,Ontario,-,-,2006,1520,04-Nov-06,14-Jul-16,-,18263823,G_97-RF
EF025122,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CAN,Canada,Ontario,-,-,2006,1520,04-Nov-06,14-Jul-16,-,18263823,G_98-Rac
EF025123,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CAN,Canada,Ontario,-,-,2006,1520,04-Nov-06,14-Jul-16,-,18263823,G_99-RF
EF025124,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2006,1520,04-Nov-06,14-Jul-16,-,18263823,ERA.FF
X03673,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,1986,1500,18-Nov-86,12-Sep-93,-,3008096,-
DQ666288,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Guizhou,2004,2004,2004,1484,23-Jul-06,01-Dec-08,Homo sapiens,16828520,Guizhou_A10
DQ666293,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Guizhou,2004,2004,2004,1484,23-Jul-06,01-Dec-08,Canis familiaris,16828520,Guizhou_A173
DQ666301,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Henan,2004,2004,2004,1484,23-Jul-06,10-Apr-07,Canis familiaris,16828520,Henan_Sq17
DQ666303,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Henan,2004,2004,2004,1484,23-Jul-06,10-Apr-07,Canis familiaris,16828520,Henan_Sq30
DQ666310,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Hunan,2004,2004,2004,1484,23-Jul-06,01-Dec-08,Canis familiaris,16828520,Hunan_Wg22
DQ666292,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Guizhou,2004,2004,2004,1483,23-Jul-06,01-Dec-08,Canis familiaris,16828520,Guizhou_A158
DQ666305,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Henan,2004,2004,2004,1483,23-Jul-06,10-Apr-07,Canis familiaris,16828520,Henan_Sq48
DQ666313,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Hunan,2004,2004,2004,1483,23-Jul-06,01-Dec-08,Canis familiaris,16828520,Hunan_Wg68
DQ666320,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CHN,China,Jiangsu,2004,2004,2004,1483,23-Jul-06,01-Dec-08,Homo sapiens,16828520,Jiangsu_Wx0(H)
AF406695,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2003,1353,03-Jul-03,12-Sep-03,-,12970438,ERA
AF406696,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2003,1353,03-Jul-03,12-Sep-03,-,12970438,CVS
GU992309,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CZE,Czechia,-,1995,1995,1995,1353,27-Apr-10,10-Aug-10,-,-,9507TCH
GU992311,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CZE,Czechia,-,1995,1995,1995,1353,27-Apr-10,10-Aug-10,-,-,9508TCH
GU992319,AL_Cosmopolitan_Vac,Cosmopolitan Vac,CZE,Czechia,-,1995,1995,1995,1353,27-Apr-10,10-Aug-10,-,-,9503TCH
GU992320,AL_Cosmopolitan_Vac,Cosmopolitan Vac,FRA,France,-,1993,1993,1993,1353,27-Apr-10,10-Aug-10,-,-,93127FRA
GU992322,AL_Cosmopolitan_Vac,Cosmopolitan Vac,MAR,Morocco,-,1993,1993,1993,1353,27-Apr-10,10-Aug-10,-,-,93128MAR
JX944594,AL_Cosmopolitan_Vac,Cosmopolitan Vac,NPL,Nepal,-,-,-,2013,1353,31-Oct-13,04-Dec-13,-,24278494,4403-12
MK420470,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2019,1353,17-Aug-19,17-Aug-19,-,-,PV2061
KX365164,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Romania,-,2015,2015,2015,1274,15-Feb-17,15-Feb-17,Bos taurus,27576075,SADLysvulpen 7422
KX365165,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Romania,-,2015,2015,2015,1274,15-Feb-17,15-Feb-17,Bos taurus,27576075,SADLysvulpen 5721
KX365166,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Romania,-,2015,2015,2015,1274,15-Feb-17,15-Feb-17,Bos taurus,27576075,SADLysvulpen 7522
KX365167,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Romania,-,2015,2015,2015,1274,15-Feb-17,15-Feb-17,Bos taurus,27576075,SADLysvulpen 7622
KX365169,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,Romania,-,2015,2015,2015,1274,15-Feb-17,15-Feb-17,Bos taurus,27576075,SADLysvulpen 7322
X55728,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,1990,991,18-Dec-90,18-Apr-05,-,2148206,ERA(Evelyn-Rokitnicki-Abelseth)
X55729,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,1990,991,18-Dec-90,18-Apr-05,-,2148206,PM(Pitman-Moore)
GU816000,AL_Cosmopolitan_Vac,Cosmopolitan Vac,FRA,France,-,-,-,2010,937,28-Jul-10,25-Jul-16,-,20610710,93127FRA
EU665201,AL_Cosmopolitan_Vac,Cosmopolitan Vac,ARG,Argentina,-,1989,1989,1989,787,09-Jun-08,26-Jul-16,-,-,large
U72052,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,1996,742,19-Nov-96,17-Dec-02,-,-,Rabies avirulent virus; Vaccine strain SRV9
EU307994,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2010,609,31-Dec-10,31-Dec-10,-,-,CVS
EU307995,AL_Cosmopolitan_Vac,Cosmopolitan Vac,-,-,-,-,-,2010,609,31-Dec-10,31-Dec-10,-,-,ERA
EU665202,AL_Cosmopolitan_Vac,Cosmopolitan Vac,ARG,Argentina,-,1989,1989,1989,584,09-Jun-08,26-Jul-16,-,-,short
KJ513022,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,1996,1996,1996,576,20-May-14,20-May-14,-,-,SADB19/1996/POL
KJ513023,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,1996,1996,1996,576,20-May-14,20-May-14,-,-,SADB19/1996/1/POL
KJ513024,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,1996,1996,1996,576,20-May-14,20-May-14,-,-,SADB19/1996/2/POL
KJ513025,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,1996,1996,1996,576,20-May-14,20-May-14,-,-,SADB19/1996/3/POL
KJ513026,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2000,2000,2000,576,20-May-14,20-May-14,-,-,SADB19/2000/POL
KJ513027,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2000,2000,2000,576,20-May-14,20-May-14,-,-,SADB19/2000/1/POL
KJ513028,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2000,2000,2000,576,20-May-14,20-May-14,-,-,SADB19/2000/2/POL
KJ513029,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2000,2000,2000,576,20-May-14,20-May-14,-,-,SADB19/2000/3/POL
KJ513030,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2004,2004,2004,576,20-May-14,20-May-14,-,-,SADB19/2004/POL
KJ513031,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2004,2004,2004,576,20-May-14,20-May-14,-,-,SADB19/2004/1/POL
KJ513032,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2004,2004,2004,576,20-May-14,20-May-14,-,-,SADB19/2004/2/POL
KJ513033,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2004,2004,2004,576,20-May-14,20-May-14,-,-,SADB19/2004/3/POL
KJ513034,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2008,2008,2008,576,20-May-14,20-May-14,-,-,SADB19/2008/POL
KJ513035,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2008,2008,2008,576,20-May-14,20-May-14,-,-,SADB19/2008/1/POL
KJ513036,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2008,2008,2008,576,20-May-14,20-May-14,-,-,SADB19/2008/2/POL
KJ513037,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2008,2008,2008,576,20-May-14,20-May-14,-,-,SADB19/2008/3/POL
KJ513038,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2010,2010,2010,576,20-May-14,20-May-14,-,-,SADB19/2010/POL
KJ513039,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2010,2010,2010,576,20-May-14,20-May-14,-,-,SADB19/2010/1/POL
KJ513040,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2010,2010,2010,576,20-May-14,20-May-14,-,-,SADB19/2010/2/POL
KJ513041,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2010,2010,2010,576,20-May-14,20-May-14,-,-,SADB19/2010/3/POL
KJ513042,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2003,2003,2003,576,20-May-14,20-May-14,-,-,SADBern/2003/POL
KJ513043,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2003,2003,2003,576,20-May-14,20-May-14,-,-,SADBern/2003/1/POL
KJ513044,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2003,2003,2003,576,20-May-14,20-May-14,-,-,SADBern/2003/2/POL
KJ513045,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2003,2003,2003,576,20-May-14,20-May-14,-,-,SADBern/2003/3/POL
KJ513046,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2006,2006,2006,576,20-May-14,20-May-14,-,-,SADBern/2006/POL
KJ513047,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2006,2006,2006,576,20-May-14,20-May-14,-,-,SADBern/2006/1/POL
KJ513048,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2006,2006,2006,576,20-May-14,20-May-14,-,-,SADBern/2006/2/POL
KJ513049,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2006,2006,2006,576,20-May-14,20-May-14,-,-,SADBern/2006/3/POL
KJ513050,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2008,2008,2008,576,20-May-14,20-May-14,-,-,SADBern/2008/POL
KJ513051,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2008,2008,2008,576,20-May-14,20-May-14,-,-,SADBern/2008/1/POL
KJ513052,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2008,2008,2008,576,20-May-14,20-May-14,-,-,SADBern/2008/2/POL
KJ513053,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2008,2008,2008,576,20-May-14,20-May-14,-,-,SADBern/2008/3/POL
KJ513054,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2010,2010,2010,576,20-May-14,20-May-14,-,-,SADBern/2010/POL
KJ513055,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2010,2010,2010,576,20-May-14,20-May-14,-,-,SADBern/2010/1/POL
KJ513056,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2010,2010,2010,576,20-May-14,20-May-14,-,-,SADBern/2010/2/POL
KJ513057,AL_Cosmopolitan_Vac,Cosmopolitan Vac,POL,Poland,-,2010,2010,2010,576,20-May-14,20-May-14,-,-,SADBern/2010/3/POL
LT575363,AL_Cosmopolitan_Vac,Cosmopolitan Vac,RUS,Russia,-,-,-,2016,539,17-May-16,17-May-16,-,-,Vnukovo-32
GU815994,AL_Cosmopolitan_Vac,Cosmopolitan Vac,MAR,Morocco,-,-,-,2010,502,28-Jul-10,25-Jul-16,-,20610710,93128MAR
GU816001,AL_Cosmopolitan_Vac,Cosmopolitan Vac,SVK,Slovakia,-,-,-,2010,502,28-Jul-10,25-Jul-16,-,20610710,9503TCH
