sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate
AJ296207,AL_Cosmopolitan_EE,Cosmopolitan EE,SRB,Serbia,-,-,1996,1998,330,21-Oct-01,26-Jul-16,Felis catus,11876006,ygct3826
AJ296208,AL_Cosmopolitan_EE,Cosmopolitan EE,SRB,Serbia,-,-,1996,1998,330,21-Oct-01,26-Jul-16,Vulpes vulpes,11876006,ygfx3816
AJ296209,AL_Cosmopolitan_EE,Cosmopolitan EE,SRB,Serbia,-,-,1996,1998,330,21-Oct-01,26-Jul-16,Vulpes vulpes,11876006,ygfx3818
AJ296210,AL_Cosmopolitan_EE,Cosmopolitan EE,SRB,Serbia,-,-,1996,1998,330,21-Oct-01,26-Jul-16,Vulpes vulpes,11876006,ygfx3823
AJ296211,AL_Cosmopolitan_EE,Cosmopolitan EE,SRB,Serbia,-,-,1996,1998,330,21-Oct-01,26-Jul-16,Vulpes vulpes,11876006,ygfx3831
AF162801,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,A
AF162802,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,B
AF162803,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,C
AF162804,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,D
AF162805,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,E
AF162806,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,F
AF162807,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,G
AF162808,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,A
AF162809,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,B
AF162810,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,C
AF162811,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,D
AF162812,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,E
AF162813,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,F
AF162814,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,G
AF162815,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,H
AF162816,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,I
AF162817,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,J
AF162818,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,A
AF162819,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,B
AF162820,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,C
AF162821,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,D
AF162822,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,E
AF162823,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,F
AF162824,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,G
AF162825,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,H
AF162826,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,I
AF162827,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,J
AF162828,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,A
AF162829,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,B
AF162830,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,C
AF162831,AL_Cosmopolitan_ME1b,Cosmopolitan ME1b,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,A
AF162832,AL_Cosmopolitan_ME1b,Cosmopolitan ME1b,-,Israel,-,-,1993,1998,328,16-Feb-00,26-Jul-16,-,10655381,B
AF470527,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Shefar'am,1998,1998,1998,328,27-Feb-02,26-Jul-16,Bos taurus,12034539,Cow196
AF470528,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Kusiefe,1998,1998,1998,328,27-Feb-02,26-Jul-16,Canis lupus familiaris,12034539,Dog241
AF470529,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Hebron,2000,2000,2000,328,27-Feb-02,26-Jul-16,Canis lupus familiaris,12034539,Dog340
AF470530,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Kramim,1998,1998,1998,328,27-Feb-02,26-Jul-16,Vulpes vulpes,12034539,Fox210
AF470531,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Carmi'el,1998,1998,1998,328,27-Feb-02,26-Jul-16,Vulpes vulpes,12034539,Fox227
AF470532,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Abbirim,1998,1998,1998,328,27-Feb-02,26-Jul-16,Vulpes vulpes,12034539,Fox236
AF470533,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Revivim,1999,1999,1999,328,27-Feb-02,26-Jul-16,Vulpes vulpes,12034539,Fox276
AF470534,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Rekhasim,1999,1999,1999,328,27-Feb-02,26-Jul-16,Vulpes vulpes,12034539,Fox282
AF470535,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Be'er Sheva,1999,1999,1999,328,27-Feb-02,26-Jul-16,Vulpes vulpes,12034539,Fox310
AF470536,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,-,Israel,Peqi'in,1998,1998,1998,328,27-Feb-02,26-Jul-16,Canis aureus,12034539,Jackal223
AY091608,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Samsun,1989,1989,1989,327,30-Sep-03,25-Jul-16,Canis familiaris,-,Rv202
AY091609,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Samsun,1989,1989,1989,327,30-Sep-03,25-Jul-16,Canis lupus,-,Rv203
AY091610,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Manisa,2001,2001,2001,327,30-Sep-03,25-Jul-16,Vulpes vulpes,-,Rv1124
AY091611,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Izmir,2001,2001,2001,327,30-Sep-03,25-Jul-16,Vulpes vulpes,-,Rv1125
AY091612,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Izmir,2001,2001,2001,327,30-Sep-03,25-Jul-16,Vulpes vulpes,-,Rv1126
AY091613,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Manisa,2001,2001,2001,327,30-Sep-03,25-Jul-16,Vulpes vulpes,-,Rv1127
AY091614,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Manisa,2001,2001,2001,327,30-Sep-03,25-Jul-16,Vulpes vulpes,-,Rv1128
AY091615,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,TUR,Turkey,Erzurum,2001,2001,2001,327,30-Sep-03,25-Jul-16,Vulpes vulpes,-,Rv1129
AY091616,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,TUR,Turkey,Erzurum,2001,2001,2001,327,30-Sep-03,25-Jul-16,Canis familiaris,-,Rv1130
AY091617,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,TUR,Turkey,Gaziantep,2001,2001,2001,327,30-Sep-03,25-Jul-16,Bos taurus,-,Rv1131
AY091618,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,TUR,Turkey,Mardin,2001,2001,2001,327,30-Sep-03,25-Jul-16,Bos taurus,-,Rv1132
AY091620,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,TUR,Turkey,Ardahan,2001,2001,2001,327,30-Sep-03,25-Jul-16,Canis familiaris,-,Rv1134
AY091621,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Ardahan,2001,2001,2001,327,30-Sep-03,25-Jul-16,Canis familiaris,-,Rv1136
AY091622,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Bursa,2001,2001,2001,327,30-Sep-03,25-Jul-16,Canis familiaris,-,Rv1137
AY091623,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Bursa,2001,2001,2001,327,30-Sep-03,25-Jul-16,Canis familiaris,-,Rv1140
AY091624,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Istanbul,2001,2001,2001,327,30-Sep-03,25-Jul-16,Canis familiaris,-,Rv1141
AY091625,AL_Cosmopolitan_ME2,Cosmopolitan ME2,TUR,Turkey,Istanbul,2001,2001,2001,327,30-Sep-03,25-Jul-16,Canis familiaris,-,Rv1143
AY091629,AL_Cosmopolitan_CE,Cosmopolitan CE,CZE,Czechia,Liberec,-,-,2003,327,30-Sep-03,25-Jul-16,Vulpes vulpes,-,Rv857
AY138569,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,SAU,Saudi Arabia,-,1981,1981,1981,319,02-Jan-03,24-Jul-16,Homo sapiens,1634801,691
AY138570,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1993,1993,1993,319,02-Jan-03,24-Jul-16,Canis familiaris,-,2204
DQ443539,AL_Cosmopolitan_EE,Cosmopolitan EE,ROU,Romania,Bihor,2005,2005,2005,313,08-Apr-06,26-Jul-16,Felis catus,20178821,RO-132-BH
AY702669,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Finland,-,1988,1988,1988,234,22-Jun-07,29-Aug-07,Vulpes vulpes,17558542,109-Eur
AY702670,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Finland,-,1988,1988,1988,234,22-Jun-07,29-Aug-07,Nyctereutes procyonoides,17558542,113-Eur
AY702671,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Estonia,-,1989,1989,1989,234,22-Jun-07,29-Aug-07,Vulpes vulpes,17558542,120-Eur
AY702672,AL_Cosmopolitan_NEE,Cosmopolitan NEE,-,Estonia,-,1989,1989,1989,234,22-Jun-07,29-Aug-07,Vulpes vulpes,17558542,124-Eur
AY702676,AL_Cosmopolitan_NEE,Cosmopolitan NEE,FIN,Finland,-,2003,2003,2003,234,22-Jun-07,29-Aug-07,Equus caballus,17558542,1904-Fin
AY702679,AL_Cosmopolitan_NEE,Cosmopolitan NEE,RUS,Russia,Pskov,2002,2002,2002,234,22-Jun-07,29-Aug-07,Nyctereutes procyonoides,17558542,3-Rus
AY702685,AL_Cosmopolitan_NEE,Cosmopolitan NEE,RUS,Russia,Pskov,2002,2002,2002,234,22-Jun-07,29-Aug-07,Vulpes vulpes,17558542,7-Rus
DQ468334,AL_Cosmopolitan_NEE,Cosmopolitan NEE,RUS,Russia,Bryansk,2005,2005,2005,234,01-Apr-07,26-Jul-16,Vulpes vulpes,17558542,33/2005 Bryansk
DQ468342,AL_Cosmopolitan_NEE,Cosmopolitan NEE,RUS,Russia,Leningrad,2005,2005,2005,234,01-Apr-07,26-Jul-16,-,17558542,Leningrad-archive/2005
EF095205,AL_Cosmopolitan_NEE,Cosmopolitan NEE,EST,Estonia,-,1990,1990,1990,234,22-Jun-07,14-Jul-16,Vulpes vulpes,17558542,EST
EF095206,AL_Cosmopolitan_NEE,Cosmopolitan NEE,FIN,Finland,-,1988,1988,1988,234,22-Jun-07,14-Jul-16,Felis catus,17558542,RV1511/1988
AY751534,AL_Cosmopolitan_NEE,Cosmopolitan NEE,FIN,Finland,-,1988,1988,1988,400,22-Feb-06,26-Jul-16,Canis familiaris,16198016,RV118
DQ146160,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,OMN,Oman,Sultanate of Oman,1998,1998,1998,400,15-Aug-05,26-Jul-16,Vulpes vulpes,-,RV643
DQ317517,AL_Cosmopolitan_NEE,Cosmopolitan NEE,EST,Estonia,-,1989,1989,1989,405,31-Jan-06,26-Jul-16,Canis familiaris,-,RV295
DQ317518,AL_Cosmopolitan_NEE,Cosmopolitan NEE,EST,Estonia,-,1989,1989,1989,405,31-Jan-06,26-Jul-16,Canis familiaris,-,RV296
DQ317519,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,GEO,Georgia,-,1989,1989,1989,405,31-Jan-06,26-Jul-16,Bos taurus,-,RV306
DQ317520,AL_Cosmopolitan_NEE,Cosmopolitan NEE,RUS,Russia,Pskov,1990,1990,1990,405,31-Jan-06,26-Jul-16,Vulpes vulpes,-,RV448
DQ317521,AL_Cosmopolitan_NEE,Cosmopolitan NEE,RUS,Russia,Pskov,1990,1990,1990,405,31-Jan-06,26-Jul-16,Canis familiaris,-,RV449
DQ837382,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,1350,01-Jan-07,14-Jul-16,Homo sapiens,-,human/145/1997
DQ837383,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,1350,01-Jan-07,14-Jul-16,Homo sapiens,-,human/329/1996
DQ837384,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2003,2003,2003,1350,01-Jan-07,14-Jul-16,Homo sapiens,-,human/445/2003
DQ837385,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2004,2004,2004,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/ab2437/2004
DQ837386,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,1350,01-Jan-07,14-Jul-16,Felis catus,-,cat/AF8045/1996
DQ837387,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,Bos taurus,-,cow/AH8374/2005
DQ837388,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2000,2000,2000,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/AK0904/2000
DQ837389,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2004,2004,2004,1350,01-Jan-07,14-Jul-16,Bos taurus,-,cow/AM4168/2004
DQ837390,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2004,2004,2004,1350,01-Jan-07,14-Jul-16,Bos taurus,-,cow/AM4828/2004
DQ837391,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1995,1995,1995,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/AR3889/1995
DQ837392,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,badger,-,badger/AR8606/2005
DQ837393,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/AZ0298/2005
DQ837394,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/AZ5745/2005
DQ837395,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/AZ7134/2005
DQ837396,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/BI7106/1998
DQ837397,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,1350,01-Jan-07,14-Jul-16,Ovis aries,-,sheep/BM9877/1999
DQ837398,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/BN8124/1996
DQ837399,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/BQ7184/1998
DQ837400,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/BR2323/1996
DQ837401,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,1350,01-Jan-07,14-Jul-16,badger,-,badger/BS0448/1996
DQ837402,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/BS7230/1999
DQ837403,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/BS9207/1999
DQ837404,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/DM2897/1999
DQ837405,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/DT5814/1999
DQ837406,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/EG0699/1996
DQ837407,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/EG8855/1996
DQ837408,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/EK0187/2005
DQ837409,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2001,2001,2001,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/FT2180/2001
DQ837410,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2003,2003,2003,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/GA5970/2003
DQ837411,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/GR9489/1998
DQ837412,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2000,2000,2000,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/HA5417/2000
DQ837413,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2000,2000,2000,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/HA9119/2000
DQ837414,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2002,2002,2002,1350,01-Jan-07,14-Jul-16,donkey,-,donkey/HB1064/2002
DQ837415,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/HB1153/1998
DQ837416,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/HM0160/1999
DQ837417,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/HO6890/1997
DQ837418,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2004,2004,2004,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/HR1510/2004
DQ837419,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/IH5700/1997
DQ837420,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2003,2003,2003,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/IH9330/2003
DQ837421,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2000,2000,2000,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/IO3216/2000
DQ837422,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,JOR,Jordan,-,1999,1999,1999,1350,01-Jan-07,14-Jul-16,Capra hircus,-,goat/J1/1999
DQ837423,AL_Cosmopolitan_ME1b,Cosmopolitan ME1b,JOR,Jordan,-,1999,1999,1999,1350,01-Jan-07,14-Jul-16,donkey,-,donkey/J2/1999
DQ837424,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,JOR,Jordan,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,Bos taurus,-,cow/J3/1998
DQ837425,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,JOR,Jordan,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,Bos taurus,-,cow/J4/1998
DQ837426,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,JOR,Jordan,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,squirrel,-,squirrel/J5/1998
DQ837427,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,JOR,Jordan,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,badger,-,badger/J6/1998
DQ837428,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/JR4802/1998
DQ837429,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/JR6462/1996
DQ837430,AL_Cosmopolitan_ME1b,Cosmopolitan ME1b,ISR,Israel,-,1997,1997,1997,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/KE1132/1997
DQ837432,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/KS1772/2005
DQ837433,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,1350,01-Jan-07,14-Jul-16,Bos taurus,-,cow/KS6616/1996
DQ837434,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1995,1995,1995,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/KT1902/1995
DQ837435,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1999,1999,1999,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/KT2969/1999
DQ837436,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/KZ2844/2005
DQ837437,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/KZ4209/2005
DQ837438,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/KZ4230/1997
DQ837439,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/KZ5918/1997
DQ837440,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1996,1996,1996,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/MA3752/1996
DQ837441,AL_Cosmopolitan_ME1b,Cosmopolitan ME1b,ISR,Israel,-,1997,1997,1997,1350,01-Jan-07,14-Jul-16,Bos taurus,-,cow/MG1353/1997
DQ837442,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/MI0338/1998
DQ837443,AL_Cosmopolitan_ME1b,Cosmopolitan ME1b,ISR,Israel,-,2000,2000,2000,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/MS1909/2000
DQ837444,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1997,1997,1997,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/MS3520/1997
DQ837445,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/MS7989/2005
DQ837446,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2000,2000,2000,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/MU3996/2000
DQ837447,AL_Cosmopolitan_ME2,Cosmopolitan ME2,ISR,Israel,-,2005,2005,2005,1350,01-Jan-07,14-Jul-16,Bos taurus,-,cow/MV7626/2005
DQ837448,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,Canis familiaris,-,dog/MZ5644/1998
DQ837449,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,1998,1998,1998,1350,01-Jan-07,14-Jul-16,Felis catus,-,cat/NH8389/1998
DQ837450,AL_Cosmopolitan_ME1a,Cosmopolitan ME1a,ISR,Israel,-,2000,2000,2000,1350,01-Jan-07,14-Jul-16,Vulpes vulpes,-,fox/NK5630/2000
