sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate
KX148108,AL_Indian-Sub,Indian-Sub,NPL,Nepal,-,2011,2011,2011,11925,28-Nov-16,28-Nov-16,Felis catus,-,11001NEP
KX148245,AL_Indian-Sub,Indian-Sub,NPL,Nepal,-,2009,2009,2009,11803,28-Nov-16,28-Nov-16,buffalo,-,09029NEP
KX148246,AL_Indian-Sub,Indian-Sub,IND,India,-,1997,1997,1997,11803,28-Nov-16,28-Nov-16,Homo sapiens,-,97002IND
KX434506,AL_Indian-Sub,Indian-Sub,IND,India,-,2005,2005,2005,1353,25-Apr-17,25-Apr-17,Canis familiaris,-,ITN-R148
KX434507,AL_Indian-Sub,Indian-Sub,IND,India,-,2005,2005,2005,1353,25-Apr-17,25-Apr-17,elephant,-,IKE-R154
KX434508,AL_Indian-Sub,Indian-Sub,IND,India,-,2005,2005,2005,1353,25-Apr-17,25-Apr-17,Bos taurus,-,IKE-R155
LC110290,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2011,2011,2011,1353,08-Jul-16,08-Jul-16,Bat,-,H-528-11
LC110291,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Moneragala,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-547-12
LC110292,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Puttalam,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-964-12
LC110293,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2010,2010,2010,1353,08-Jul-16,08-Jul-16,Civet,-,H-1351-10
LC110294,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kalutara,2011,2011,2011,1353,08-Jul-16,08-Jul-16,Felis catus,-,H-605-11
LC110295,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kalutara,2011,2011,2011,1353,08-Jul-16,08-Jul-16,Mongoose,-,H-807-11
LC110296,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2011,2011,2011,1353,08-Jul-16,08-Jul-16,Monkey,-,H-784-11
LC110297,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2010,2010,2010,1353,08-Jul-16,08-Jul-16,Mongoose,-,H-1322-10
LC110298,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kegalle,2010,2010,2010,1353,08-Jul-16,08-Jul-16,Squirrel,-,H-939-10
LC110299,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2010,2010,2010,1353,08-Jul-16,08-Jul-16,Squirrel,-,H-1485-10
LC110300,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2011,2011,2011,1353,08-Jul-16,08-Jul-16,Mongoose,-,H-74-11
LC110301,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2010,2010,2010,1353,08-Jul-16,08-Jul-16,Felis catus,-,H-1525-10
LC110302,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Canis familiaris,-,H-459-12
LC110303,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Mongoose,-,H-1172-12
LC110304,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kalutara,2010,2010,2010,1353,08-Jul-16,08-Jul-16,Felis catus,-,H-24-10
LC110305,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kalutara,2009,2009,2009,1353,08-Jul-16,08-Jul-16,Felis catus,-,H-1373-09
LC110306,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2009,2009,2009,1353,08-Jul-16,08-Jul-16,Felis catus,-,H-1468-09
LC110307,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2010,2010,2010,1353,08-Jul-16,08-Jul-16,Felis catus,-,H-74-10
LC110308,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matale,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-1454-12
LC110309,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Ratnapura,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-1371-12
LC110310,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Matale,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-1218-12
LC110311,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kurunegala,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-1033-12
LC110312,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-1122-12
LC110313,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Batticaloa,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-685-12
LC110314,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Badulla,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-595-12
LC110315,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kalutara,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-725-12
LC110316,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Ampara,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-921-12
LC110317,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-1074-12
LC110318,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Ratnapura,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Homo sapiens,-,H-1208-12
LC110319,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Gampaha,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Canis familiaris,-,H-987-12
LC110320,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Kegalle,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Gray mongoose,-,H-706-12
LC110321,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,Colombo,2012,2012,2012,1353,08-Jul-16,08-Jul-16,Civet,-,H-910-12
MH258801,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2014,2014,2014,746,04-Sep-18,04-Sep-18,Capra hircus,-,India/goat/MVC-53/2014
MH258802,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2014,2014,2014,736,04-Sep-18,04-Sep-18,Canis familiaris,-,India/dog/MVC-34/2014
MH258803,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2014,2014,2014,736,04-Sep-18,04-Sep-18,Canis familiaris,-,India/dog/MVC-23/2014
MH258804,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2014,2014,2014,746,04-Sep-18,04-Sep-18,Canis familiaris,-,India/dog/MVC-10/2014
MH258815,AL_Indian-Sub,Indian-Sub,IND,India,Goa,2014,2014,2014,736,04-Sep-18,04-Sep-18,Canis familiaris,-,India/dog/MVC-21/2014
MH258837,AL_Indian-Sub,Indian-Sub,IND,India,Goa,2014,2014,2014,1353,29-Jul-18,29-Jul-18,Canis familiaris,-,India/dog/MVC-21/2014
MH258838,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2014,2014,2014,1353,29-Jul-18,29-Jul-18,Canis familiaris,-,India/dog/MVC-10/2014
MH258840,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2014,2014,2014,1353,29-Jul-18,29-Jul-18,Canis familiaris,-,India/dog/MVC-34/2014
MH258841,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2014,2014,2014,1353,29-Jul-18,29-Jul-18,Capra hircus,-,India/goat/MVC-53/2014
AB041964,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,-,2003,1353,29-Aug-03,25-Sep-03,Canis aureus,12083333,SRL1032
AB041965,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,-,2003,1353,29-Aug-03,25-Sep-03,Homo sapiens,12083333,SRL1036
AB041966,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,-,2003,1353,29-Aug-03,25-Sep-03,Canis lupus familiaris,12083333,SRL1060
AB041967,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,-,2003,1353,29-Aug-03,25-Sep-03,Herpestidae,12083333,SRL1077
AB041968,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,-,2003,1353,29-Aug-03,25-Sep-03,Felis catus,12083333,SRL1143
AB041969,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,-,2003,1353,29-Aug-03,25-Sep-03,Bubalus bubalis,12083333,SRL1145
AF325489,AL_Indian-Sub,Indian-Sub,-,Nepal,-,1989,1989,1989,2091,20-Aug-01,20-Aug-01,Canis lupus familiaris,11483755,NEP1-DG
AF334790,AL_Indian-Sub,Indian-Sub,IND,India,-,-,-,2001,1206,22-Feb-01,27-Feb-01,-,-,-
AF369309,AL_Indian-Sub,Indian-Sub,-,India,-,1995,1995,1995,920,21-May-01,03-Dec-09,Canis familiaris,12127791,I15.DG
AF369320,AL_Indian-Sub,Indian-Sub,-,Sri Lanka,-,1986,1986,1986,920,21-May-01,03-Dec-09,Canis familiaris,12127791,V113.DG
AF369321,AL_Indian-Sub,Indian-Sub,-,Sri Lanka,-,1986,1986,1986,920,21-May-01,03-Dec-09,Canis familiaris,12127791,V118.DG
AY102995,AL_Indian-Sub,Indian-Sub,-,Sri Lanka,-,-,-,2002,405,30-Nov-02,24-Jul-16,Canis lupus familiaris,12436491,Rv69
AY138549,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,1986,1986,1986,1414,02-Jan-03,24-Jul-16,Canis familiaris,12643834,1294
AY138550,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,1414,02-Jan-03,24-Jul-16,Bos taurus,12643834,5657
AY138551,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,Canis familiaris,12643834,5611
AY138552,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,Canis familiaris,12643834,5621
AY138553,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,Canis familiaris,12643834,5623
AY138554,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,1999,2001,319,02-Jan-03,24-Jul-16,Homo sapiens,12643834,5631
AY138555,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,Canis familiaris,12643834,5633
AY138556,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,Capra hircus,12643834,5644
AY138557,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,Canis familiaris,12643834,5646
AY138558,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,1999,2001,319,02-Jan-03,24-Jul-16,Homo sapiens,12643834,5648
AY138559,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,Canis familiaris,12643834,5649
AY138560,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,Bos taurus,12643834,5651
AY138561,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,Capra hircus,12643834,5652
AY138562,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,mongoose,12643834,5653
AY138563,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,2001,2001,2001,319,02-Jan-03,24-Jul-16,Felis catus,12643834,5654
AY138564,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,1998,1999,319,02-Jan-03,24-Jul-16,elephant,12643834,5665
AY237121,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1998,1998,1998,1592,02-Apr-03,02-Apr-03,Canis familiaris,-,RVD
AY259841,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1996,1996,1996,400,18-Jun-03,25-Jul-16,Capra hircus,-,GchAT3
AY259842,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1996,1996,1996,400,18-Jun-03,25-Jul-16,Bos taurus,-,CchC1
AY259843,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1996,1996,1996,400,18-Jun-03,25-Jul-16,Canis lupus familiaris,-,DchN2M
AY259844,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1997,1997,1997,400,18-Jun-03,25-Jul-16,Canis lupus familiaris,-,DchN3M
AY259845,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1997,1997,1997,400,18-Jun-03,25-Jul-16,Canis lupus familiaris,-,DchN4M
AY259846,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1997,1997,1997,400,21-Apr-04,21-Apr-04,Canis lupus familiaris,-,DchOBD
AY259848,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1998,1998,1998,316,21-Apr-04,21-Apr-04,Canis lupus familiaris,-,DchPCDB
AY259849,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1998,1998,1998,356,21-Apr-04,21-Apr-04,Canis lupus familiaris,-,DchPCDB1
AY259851,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1999,1999,1999,400,18-Jun-03,25-Jul-16,Canis lupus familiaris,-,DchT2T
AY259853,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,1998,1998,1998,400,21-Apr-04,21-Apr-04,Canis lupus familiaris,-,DchTAT
AY644760,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2003,2003,2003,279,07-Jul-04,26-Jul-16,Canis familiaris,-,Dog378
AY644761,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2003,2003,2003,279,07-Jul-04,26-Jul-16,Canis familiaris,-,Dog397
AY644762,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2003,2003,2003,279,07-Jul-04,07-Jul-04,Capra hircus,-,Goat393
AY644780,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2001,2001,2001,279,07-Jul-04,26-Jul-16,Canis familiaris,-,OBDog
AY644782,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2001,2001,2001,259,07-Jul-04,26-Jul-16,Canis familiaris,-,PCDog9
AY644783,AL_Indian-Sub,Indian-Sub,IND,India,Chennai,2001,2001,2001,226,07-Jul-04,26-Jul-16,Canis familiaris,-,TaDog
AY854665,AL_Indian-Sub,Indian-Sub,IND,India,-,1997,1997,1997,414,03-Oct-05,26-Jul-16,Homo sapiens,16186241,9702IND
DQ784819,AL_Indian-Sub,Indian-Sub,IND,India,Tamil Nadu,2006,2006,2006,731,05-Aug-06,14-Jul-16,Bos taurus,-,AB11
DQ784820,AL_Indian-Sub,Indian-Sub,IND,India,Tamil Nadu,2006,2006,2006,722,05-Aug-06,05-Aug-06,Canis familiaris,-,AB12
DQ784821,AL_Indian-Sub,Indian-Sub,IND,India,Tamil Nadu,2007,2007,2007,724,05-Aug-06,05-Aug-06,Canis familiaris,-,AB13
DQ784822,AL_Indian-Sub,Indian-Sub,IND,India,Tamil Nadu,2008,2008,2008,723,05-Aug-06,05-Aug-06,Capra hircus,-,AB14
JQ685992,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,2001,2009,1575,11-Jul-12,11-Jul-12,Bos taurus,22737076,SL-cow
KC792051,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,-,2013,1572,18-Jun-13,18-Jun-13,Bos taurus,-,A12_0320
KC792203,AL_Indian-Sub,Indian-Sub,IND,India,-,2005,2005,2005,1171,18-Jun-13,18-Jun-13,-,-,I_147
KC792204,AL_Indian-Sub,Indian-Sub,IND,India,-,2005,2005,2005,1175,18-Jun-13,18-Jun-13,-,-,I_148
KC792205,AL_Indian-Sub,Indian-Sub,IND,India,-,2005,2005,2005,1194,18-Jun-13,18-Jun-13,-,-,I_151
KC792206,AL_Indian-Sub,Indian-Sub,IND,India,-,2005,2005,2005,1189,18-Jun-13,18-Jun-13,-,-,I_155
KC792257,AL_Indian-Sub,Indian-Sub,LKA,Sri Lanka,-,-,-,2013,1572,18-Jun-13,18-Jun-13,Bos taurus,-,SL_cow
KC887336,AL_Indian-Sub,Indian-Sub,-,India,Tamil Nadu,2012,2012,2012,528,19-Jun-13,19-Jun-13,Capra hircus,-,KVAFSU_BNG_RG-23
KC887338,AL_Indian-Sub,Indian-Sub,-,India,Kerala,2012,2012,2012,586,19-Jun-13,19-Jun-13,Canis familiaris,-,KVAFSU_BNG_RD-10
KU963500,AL_Indian-Sub,Indian-Sub,-,Sri Lanka,-,2001,2001,2001,1350,06-Nov-16,06-Nov-16,Canis familiaris,-,SN13-55-CanineSL2001
KU963505,AL_Indian-Sub,Indian-Sub,-,India,-,2004,2004,2004,1350,06-Nov-16,06-Nov-16,Canis familiaris,-,SN18-57-CanineIND2004
KU963507,AL_Indian-Sub,Indian-Sub,-,India,-,1997,1997,1997,1350,06-Nov-16,06-Nov-16,Canis familiaris,-,SN20-61-CanineIND1997
U22917,AL_Indian-Sub,Indian-Sub,-,Sri Lanka,-,1986,1986,1986,400,21-Jul-95,21-Jul-95,Canis lupus familiaris,7778285,94257SRI
