sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate
JN258494,AL_Arctic_A,Arctic A,CAN,Canada,PQ,2000,2000,2000,500,07-Dec-11,25-Jul-16,Canis lupus familiaris,22100340,00N3420CAN
JN258495,AL_Arctic_A,Arctic A,CAN,Canada,NL,2001,2001,2001,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,01N1650CAN
JN258496,AL_Arctic_A,Arctic A,CAN,Canada,PQ,2001,2001,2001,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,01N3447CAN
JN258497,AL_Arctic_A,Arctic A,CAN,Canada,ON,2000,2000,2000,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,00L0408CAN
JN258498,AL_Arctic_A,Arctic A,CAN,Canada,NL,2003,2003,2003,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,03N4056CAN
JN258499,AL_Arctic_A,Arctic A,CAN,Canada,PQ,2009,2009,2009,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,09N0671CAN
JN258500,AL_Arctic_A,Arctic A,CAN,Canada,NWT,1990,1990,1990,500,07-Dec-11,25-Jul-16,Ursus maritimus,22100340,90L0043CAN
JN258502,AL_Arctic_A,Arctic A,GRL,Greenland,-,1991,1991,1991,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,91V867GRN
JN258503,AL_Arctic_A,Arctic A,GRL,Greenland,-,1992,1992,1992,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,92V868GRN
JN258504,AL_Arctic_A,Arctic A,GRL,Greenland,-,1992,1992,1992,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,92V869GRN
JN258506,AL_Arctic_A,Arctic A,GRL,Greenland,-,1993,1993,1993,500,07-Dec-11,25-Jul-16,Canis lupus familiaris,22100340,93V871GRN
JN258508,AL_Arctic_A,Arctic A,GRL,Greenland,-,1994,1994,1994,500,07-Dec-11,25-Jul-16,Ovis aries,22100340,94V873GRN
JN258510,AL_Arctic_A,Arctic A,GRL,Greenland,-,1995,1995,1995,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,95V880GRN
JN258511,AL_Arctic_A,Arctic A,GRL,Greenland,-,1997,1997,1997,500,07-Dec-11,25-Jul-16,Ovis aries,22100340,97V881GRN
JN258512,AL_Arctic_A,Arctic A,GRL,Greenland,-,2000,2000,2000,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,00V882GRN
JN258513,AL_Arctic_A,Arctic A,GRL,Greenland,-,2000,2000,2000,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,00V883GRN
JN258514,AL_Arctic_A,Arctic A,GRL,Greenland,-,2001,2001,2001,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,01V884GRN
JN258515,AL_Arctic_A,Arctic A,GRL,Greenland,-,2001,2001,2001,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,01V886GRN
JN258516,AL_Arctic_A,Arctic A,GRL,Greenland,-,2001,2001,2001,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,01V887GRN
JN258517,AL_Arctic_A,Arctic A,GRL,Greenland,-,2001,2001,2001,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,01V888GRN
JN258519,AL_Arctic_A,Arctic A,GRL,Greenland,-,2001,2001,2001,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,01V893GRN
JN258520,AL_Arctic_A,Arctic A,GRL,Greenland,-,2002,2002,2002,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,02V895GRN
JN258521,AL_Arctic_A,Arctic A,GRL,Greenland,-,2002,2002,2002,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,02V897GRN
JN258522,AL_Arctic_A,Arctic A,GRL,Greenland,-,2002,2002,2002,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,02V898GRN
JN258523,AL_Arctic_A,Arctic A,GRL,Greenland,-,2002,2002,2002,500,07-Dec-11,25-Jul-16,Vulpes vulpes,22100340,02V899GRN
JN258524,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,06Jai1
JN258525,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,06Jai2
JN258526,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jai4
JN258527,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Equus caballus,22100340,06Jai5
JN258528,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,06Jai8
JN258529,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,06Jai9
JN258530,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,06Jai12
JN258531,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jai13
JN258532,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,06Jai14
JN258533,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,06Jai15
JN258534,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jai16
JN258535,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,06Jod2
JN258536,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2005,2005,2005,690,07-Dec-11,15-Feb-12,Capra hircus,22100340,05Jod3
JN258537,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Bos taurus,22100340,07Jod5
JN258538,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,06Jod6
JN258539,AL_Arctic_AL1b,Arctic AL1b,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod8
JN258540,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2005,2005,2005,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,05Jod9
JN258541,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2006,2006,2006,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,06Jod5
JN258542,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod9
JN258543,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod15
JN258544,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod24
JN258545,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod25
JN258546,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod29
JN258547,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod34
JN258548,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Bos taurus,22100340,07Jod18
JN258549,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod37
JN258550,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod38
JN258551,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod42
JN258552,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod1
JN258553,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod2
JN258554,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod3
JN258555,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod15
JN258556,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod18
JN258557,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod22
JN258558,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod25
JN258559,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod26
JN258560,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod34
JN258561,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod36
JN258562,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod41
JN258563,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2007,2007,2007,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,07Jod20
JN258564,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,08Jod30
JN258565,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod101
JN258566,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod106
JN258567,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod108
JN258568,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod110
JN258569,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2008,2008,2008,690,07-Dec-11,15-Feb-12,buffalo,22100340,08Jod111
JN258570,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod21
JN258571,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod32
JN258572,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod41
JN258573,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod56
JN258574,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod65
JN258575,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2010,2010,2010,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,10Jod68
JN258576,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod89
JN258577,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod92
JN258578,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,687,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod95
JN258579,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod98
JN258580,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,buffalo,22100340,09Jod23
JN258581,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod25
JN258582,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod83
JN258583,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod13
JN258584,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod15
JN258585,AL_Arctic_AL1a,Arctic AL1a,IND,India,Rajasthan,2009,2009,2009,690,07-Dec-11,15-Feb-12,Canis lupus familiaris,22100340,09Jod28
JN258586,AL_Arctic_A,Arctic A,USA,United States,Alaska,2007,2007,2007,1360,07-Dec-11,07-Dec-11,Vulpes vulpes,22100340,07V1479AL
JN258587,AL_Arctic_A,Arctic A,USA,United States,Alaska,2007,2007,2007,1360,07-Dec-11,07-Dec-11,Vulpes vulpes,22100340,07V1480AL
JN258588,AL_Arctic_A,Arctic A,USA,United States,Alaska,2007,2007,2007,1360,07-Dec-11,07-Dec-11,Vulpes vulpes,22100340,07V1481AL
JN258589,AL_Arctic_A,Arctic A,USA,United States,Alaska,2008,2008,2008,1360,07-Dec-11,07-Dec-11,Vulpes vulpes,22100340,08V1484AL
JN258590,AL_Arctic_A,Arctic A,USA,United States,Alaska,2008,2008,2008,1360,07-Dec-11,07-Dec-11,Vulpes vulpes,22100340,08V1485AL
JN258591,AL_Arctic_A,Arctic A,USA,United States,Alaska,2008,2008,2008,1360,07-Dec-11,07-Dec-11,Vulpes vulpes,22100340,08V1486AL
JN258592,AL_Arctic_A,Arctic A,USA,United States,Alaska,2008,2008,2008,1360,07-Dec-11,07-Dec-11,Vulpes vulpes,22100340,08V1488AL
JN561128,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2009,2009,2009,449,09-Jan-12,25-Jul-16,Canis familiaris,-,SPYBN
JN561129,AL_Arctic_AL1a,Arctic AL1a,IND,India,-,2009,2009,2009,458,09-Jan-12,25-Jul-16,Canis familiaris,-,SPYCN
JN786915,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2009,2009,2009,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB0902
JN786916,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2009,2009,2009,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB0903
JN786917,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2009,2009,2009,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB0904
JN786918,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2009,2009,2009,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB0905
JN786919,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2009,2009,2009,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB0907
JN786920,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2009,2009,2009,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB0908
JN786921,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2009,2009,2009,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB0909
JN786922,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2009,2009,2009,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB0910
JN786923,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2010,2010,2010,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB1001
JN786924,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2010,2010,2010,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB1002
JN786925,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2010,2010,2010,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB1004
JN786926,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2010,2010,2010,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB1006
JN786927,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2010,2010,2010,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB1008
JN786928,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2011,2011,2011,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB1101
JN786929,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2011,2011,2011,894,18-Feb-12,18-Feb-12,Bos taurus,-,KRVB1102
JN786930,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2008,2008,2008,894,18-Feb-12,18-Feb-12,Canis lupus familiaris,-,KRVC0802
JN786931,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2010,2010,2010,894,18-Feb-12,18-Feb-12,Canis lupus familiaris,-,KRVC1003
JN786932,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2010,2010,2010,894,18-Feb-12,18-Feb-12,Canis lupus familiaris,-,KRVC1005
JN786933,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2010,2010,2010,894,18-Feb-12,18-Feb-12,Canis lupus familiaris,-,KRVC1007
JN786934,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2008,2008,2008,894,18-Feb-12,18-Feb-12,Canis familiaris,-,KRVR0801
JN786935,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2008,2008,2008,894,18-Feb-12,18-Feb-12,Canis familiaris,-,KRVR0803
JN786936,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2008,2008,2008,894,18-Feb-12,18-Feb-12,Canis familiaris,-,KRVR0804
JN786937,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2009,2009,2009,894,18-Feb-12,18-Feb-12,Canis familiaris,-,KRVR0901
JN786938,AL_Arctic_AL2,Arctic AL2,KOR,South Korea,-,2009,2009,2009,894,18-Feb-12,18-Feb-12,Canis familiaris,-,KRVR0906
JQ434296,AL_Arctic_A,Arctic A,RUS,Russia,-,2008,2008,2008,279,07-May-12,07-May-12,deer,-,1410KOM
JQ434297,AL_Arctic_A,Arctic A,RUS,Russia,-,2008,2008,2008,233,07-May-12,07-May-12,deer,-,1411KOM
JQ434358,AL_Arctic_A,Arctic A,RUS,Russia,-,2008,2008,2008,334,07-May-12,07-May-12,deer,-,1410KOM
JQ434359,AL_Arctic_A,Arctic A,RUS,Russia,-,2008,2008,2008,334,07-May-12,07-May-12,deer,-,1411KOM
JQ685980,AL_Arctic_A,Arctic A,USA,United States,-,2006,2006,2006,1575,11-Jul-12,11-Jul-12,Canis familiaris,22737076,A0905
JQ685981,AL_Arctic_AL1a,Arctic AL1a,GBR,United Kingdom,-,1987,1987,1987,1575,11-Jul-12,11-Jul-12,Homo sapiens,22737076,rv61
JQ685982,AL_Arctic_A,Arctic A,RUS,Russia,-,1986,1986,1986,1575,11-Jul-12,11-Jul-12,Vulpes vulpes,22737076,483a
JQ685983,AL_Arctic_AL2,Arctic AL2,RUS,Russia,-,1977,1977,1977,1575,11-Jul-12,11-Jul-12,Vulpes vulpes,22737076,304c
JQ845907,AL_Arctic_AL1b,Arctic AL1b,ITA,Italy,-,2011,2011,2011,573,14-Jun-12,14-Jun-12,Homo sapiens,22607965,11RS3570
JQ886095,AL_Arctic_AL1a,Arctic AL1a,IND,India,Karnataka,2011,2011,2011,361,24-Jun-12,06-May-13,Homo sapiens,23473223,NNV-RAB-FOX 2011
JQ944707,AL_Arctic_A,Arctic A,RUS,Russia,-,2008,2008,2008,11927,14-Jul-12,14-Jul-12,deer,-,1410KOM
JX944565,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2003,2003,2003,1353,31-Oct-13,04-Dec-13,Homo sapiens,24278494,4403-13(09030NEP)
JX944566,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-02(11002NEP)
JX944567,AL_Arctic_AL1a,Arctic AL1a,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-09(11009NEP)
JX944568,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-10(11013NEP)
JX944570,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Capra hircus,24278494,3878-74(11004NEP)
JX944571,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Capra hircus,24278494,3878-75(11005NEP)
JX944572,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Felis catus,24278494,3878-76(11006NEP)
JX944573,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Capra hircus,24278494,3878-77(11007NEP)
JX944574,AL_Arctic_AL1a,Arctic AL1a,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Capra hircus,24278494,3878-78(11008NEP)
JX944577,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2009,2009,2009,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,4403-16
JX944579,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2009,2009,2009,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,4403-19
JX944580,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-03
JX944581,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-04
JX944582,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,mongoose,24278494,3878-05
JX944583,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-08
JX944584,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2003,2003,2003,1575,31-Oct-13,04-Dec-13,Homo sapiens,24278494,4403-13(09030NEP)
JX944585,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-02(11002NEP)
JX944586,AL_Arctic_AL1a,Arctic AL1a,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-09(11009NEP)
JX944587,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-10(11013NEP)
JX944589,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Capra hircus,24278494,3878-74(11004NEP)
JX944590,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Capra hircus,24278494,3878-75(11005NEP)
JX944591,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Felis catus,24278494,3878-76(11006NEP)
JX944592,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Capra hircus,24278494,3878-77(11007NEP)
JX944593,AL_Arctic_AL1a,Arctic AL1a,NPL,Nepal,-,2010,2010,2010,1575,31-Oct-13,04-Dec-13,Capra hircus,24278494,3878-78(11008NEP)
JX944596,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2009,2009,2009,1353,31-Oct-13,04-Dec-13,Canis familiaris,24278494,4403-16
JX944598,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2009,2009,2009,1353,31-Oct-13,04-Dec-13,Canis familiaris,24278494,4403-19
JX944599,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-03
JX944600,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-04
JX944601,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,mongoose,24278494,3878-05
JX944602,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,-,2010,2010,2010,1353,31-Oct-13,04-Dec-13,Canis familiaris,24278494,3878-08
JX987718,AL_Arctic_AL1b,Arctic AL1b,AFG,Afghanistan,Kabul city,2002,2002,2002,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,02052AFG
JX987719,AL_Arctic,Arctic,AFG,Afghanistan,-,1996,1996,1996,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,04027AFG
JX987720,AL_Arctic_AL1b,Arctic AL1b,AFG,Afghanistan,Kabul city,2004,2004,2004,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,04035AFG
JX987722,AL_Arctic_AL3,Arctic AL3,NPL,Nepal,Kathmandu region,2008,2008,2008,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,09031NEP
JX987723,AL_Arctic_AL1b,Arctic AL1b,AFG,Afghanistan,Kabul city,2009,2009,2009,1575,31-Oct-13,04-Dec-13,Canis familiaris,24278494,09032AFG
