sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate
JQ513545,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,"Mendocino County, California",1997,1997,1997,1353,01-Jan-13,03-May-13,Canis familiaris,23524137,V649
JQ513546,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,"Trinity County, California",1997,1997,1997,1353,01-Jan-13,03-May-13,skunk,23524137,V650
JQ513547,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,"Mariposa County, California",1997,1997,1997,1353,01-Jan-13,03-May-13,skunk,23524137,V651
JQ513548,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,"Mariposa County, California",1997,1997,1997,1353,01-Jan-13,03-May-13,skunk,23524137,V652
JQ513549,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,"Amador County, California",1997,1997,1997,1353,01-Jan-13,03-May-13,skunk,23524137,V654
JQ513550,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,"Glenn County, California",1997,1997,1997,1353,01-Jan-13,03-May-13,skunk,23524137,V656
JQ513551,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,"Mariposa County, California",1997,1997,1997,1353,01-Jan-13,03-May-13,Vulpes vulpes,23524137,V657
JQ513552,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,"Mariposa County, California",1997,1997,1997,1353,01-Jan-13,03-May-13,skunk,23524137,V658
JQ513554,AL_Cosmopolitan_AM1,Cosmopolitan AM1,CAN,Canada,Manitoba,2004,2004,2004,1353,01-Jan-13,03-May-13,skunk,23524137,04L1025
JQ513555,AL_Cosmopolitan_AM1,Cosmopolitan AM1,CAN,Canada,Saskatchewan,2005,2005,2005,1353,01-Jan-13,03-May-13,skunk,23524137,05L0063
JQ513556,AL_Cosmopolitan_AM1,Cosmopolitan AM1,CAN,Canada,Manitoba,2005,2005,2005,1353,01-Jan-13,03-May-13,skunk,23524137,05L0085
JQ513557,AL_Cosmopolitan_AM1,Cosmopolitan AM1,CAN,Canada,Manitoba,2000,2000,2000,1353,01-Jan-13,03-May-13,skunk,23524137,00L0160
JQ513558,AL_Cosmopolitan_AM1,Cosmopolitan AM1,CAN,Canada,Manitoba,2000,2000,2000,1353,01-Jan-13,03-May-13,skunk,23524137,00L0416
JQ513559,AL_Cosmopolitan_AM1,Cosmopolitan AM1,CAN,Canada,Saskatchewan,2000,2000,2000,1353,01-Jan-13,03-May-13,skunk,23524137,00L0481
JQ513560,AL_Cosmopolitan_AM1,Cosmopolitan AM1,CAN,Canada,Manitoba,2000,2000,2000,1353,01-Jan-13,03-May-13,skunk,23524137,00L0504
JQ685894,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,-,1994,1994,1994,11923,11-Jul-12,11-Jul-12,Mephitis mephitis,22737076,CA982
JQ685899,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2009,2009,2009,11930,11-Jul-12,11-Jul-12,Vulpes vulpes,22737076,A10-0515
JQ685943,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2009,2009,2009,11925,11-Jul-12,11-Jul-12,Vulpes vulpes,22737076,A10-0511
JQ685944,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,1984,1984,1984,11925,11-Jul-12,11-Jul-12,Mephitis mephitis,22737076,NC839
JQ685970,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,-,1974,1974,1974,11923,11-Jul-12,11-Jul-12,Mephitis mephitis,22737076,CASK2
JQ685985,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,USA,United States,-,2010,2010,2010,1575,11-Jul-12,11-Jul-12,Vulpes vulpes,22737076,A10-3932
JQ685987,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2010,2010,2010,1575,11-Jul-12,11-Jul-12,Vulpes vulpes,22737076,A10-6931
JQ685989,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,USA,United States,-,2010,2010,2010,1575,11-Jul-12,11-Jul-12,Vulpes vulpes,22737076,A10-001
JX217779,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Bahia,1997,1997,1997,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmBA4093-1997
JX217780,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Rondonia,1997,1997,1997,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmRO4116-1997
JX217781,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Tocantins,1997,1997,1997,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmTO4118-1997
JX217782,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Acre,1997,1997,1997,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmAC4119-1997
JX217784,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Acre,1997,1997,1997,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmAC4134-1997
JX217787,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Rondonia,1998,1998,1998,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmRO4107-1998
JX217788,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Rondonia,1998,1998,1998,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmRO4117-1998
JX217789,AL_Cosmopolitan_AM3b,Cosmopolitan AM3b,BRA,Brazil,Paraiba,1998,1998,1998,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmPB4121-1998
JX217790,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Tocantins,1998,1998,1998,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmTO4126-1998
JX217791,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Rondonia,1998,1998,1998,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmRO4128-1998
JX217792,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Pernambuco,1998,1998,1998,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmPE4130-1998
JX217793,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Para,1998,1998,1998,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmPA4137-1998
JX217794,AL_Cosmopolitan_AM3b,Cosmopolitan AM3b,BRA,Brazil,Pernambuco,1998,1998,1998,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmPE4543-1998
JX217795,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Goias,1999,1999,1999,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmGO4548-1999
JX217797,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Pernambuco,1999,1999,1999,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmPE4558-1999
JX217799,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Acre,2000,2000,2000,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmAC5308-2000
JX217801,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Goias,2000,2000,2000,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmGO5322-2000
JX217802,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Acre,2000,2000,2000,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmAC5363-2000
JX217803,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Minas Gerais,2000,2000,2000,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmMG5375-2000
JX217804,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Piaui,2000,2000,2000,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmPI5376-2000
JX217806,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Bahia,2001,2001,2001,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmBA5348-2001
JX217809,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Minas Gerais,2001,2001,2001,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmMG5704-2001
JX217812,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,Bahia,2003,2003,2003,320,06-Mar-13,06-Mar-13,Homo sapiens,23433340,brhmBA1303-2003
JX855994,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1350,10-Feb-13,03-May-13,Canis familiaris,23524137,ARDG090042
JX855996,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1350,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090044
JX855997,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1350,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090045
JX855998,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1350,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090046
JX856027,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1350,10-Feb-13,03-May-13,Mephitis mephitis,23524137,MNSK090088
JX856028,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1350,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090090
JX856029,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1350,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090093
JX856030,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1350,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090094
JX856031,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1350,10-Feb-13,03-May-13,Mephitis mephitis,23524137,MNSK090095
JX856072,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1572,10-Feb-13,03-May-13,Canis familiaris,23524137,ARDG090042
JX856074,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1572,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090044
JX856075,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1572,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090045
JX856076,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1572,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090046
JX856105,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1572,10-Feb-13,03-May-13,Mephitis mephitis,23524137,MNSK090088
JX856106,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1572,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090090
JX856107,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1572,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090093
JX856108,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1572,10-Feb-13,03-May-13,Mephitis mephitis,23524137,SDSK090094
JX856109,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1572,10-Feb-13,03-May-13,Mephitis mephitis,23524137,MNSK090095
KC737850,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,USA,United States,-,2011,2011,2011,11925,18-Jun-13,18-Jun-13,Homo sapiens,-,A11-5300
KC791806,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2002,2002,2002,1572,18-Jun-13,18-Jun-13,Vulpes vulpes,-,A02_3280
KC791808,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,USA,United States,-,2002,2002,2002,1572,18-Jun-13,18-Jun-13,Bos taurus,-,A02_3318
KC791810,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2002,2002,2002,1572,18-Jun-13,18-Jun-13,Felis catus,-,A02_4510
KC791817,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2009,2009,2009,1572,18-Jun-13,18-Jun-13,Mephitis mephitis,-,A09_1059
KC791818,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2009,2009,2009,1572,18-Jun-13,18-Jun-13,Canis latrans,-,A09_1072
KC791819,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2009,2009,2009,1572,18-Jun-13,18-Jun-13,Vulpes vulpes,-,A09_2397
KC791820,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2009,2009,2009,1572,18-Jun-13,18-Jun-13,Vulpes vulpes,-,A09_2405
KC791821,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2009,2009,2009,1572,18-Jun-13,18-Jun-13,Vulpes vulpes,-,A09_2411
KC791822,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2009,2009,2009,1572,18-Jun-13,18-Jun-13,Vulpes vulpes,-,A09_2413
KC791823,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2009,2009,2009,1572,18-Jun-13,18-Jun-13,Canis latrans,-,A09_2522
KC791824,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2009,2009,2009,1572,18-Jun-13,18-Jun-13,Lynx rufus,-,A09_2524
KC791825,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2009,2009,2009,1572,18-Jun-13,18-Jun-13,Vulpes vulpes,-,A09_2525
KC791861,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,USA,United States,-,2010,2010,2010,1572,18-Jun-13,18-Jun-13,Vulpes vulpes,-,A10_6932
KC791910,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2011,2011,2011,1572,18-Jun-13,18-Jun-13,skunk,-,A11_1836
KC791914,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2011,2011,2011,1572,18-Jun-13,18-Jun-13,Lynx rufus,-,A11_1840
KC791915,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2011,2011,2011,1572,18-Jun-13,18-Jun-13,skunk,-,A11_2589
KC791955,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2011,2011,2011,1572,18-Jun-13,18-Jun-13,skunk,-,A11_3028
KC791956,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2011,2011,2011,1572,18-Jun-13,18-Jun-13,Lynx rufus,-,A11_3049
KC791961,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2011,2011,2011,1572,18-Jun-13,18-Jun-13,Canis latrans,-,A11_3426
KC792018,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2011,2011,2011,1572,18-Jun-13,18-Jun-13,Pecari tajacu,-,A11_5405
KC792026,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2011,2011,2011,1572,18-Jun-13,18-Jun-13,skunk,-,A11_5733
KC792033,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2011,2011,2011,1572,18-Jun-13,18-Jun-13,Vulpes vulpes,-,A11_6285
KC792043,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2011,2011,2011,1572,18-Jun-13,18-Jun-13,Vulpes vulpes,-,A11_6910
KC792072,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2012,2012,2012,1572,18-Jun-13,18-Jun-13,Felis catus,-,A12_1055
KC792077,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2012,2012,2012,1572,18-Jun-13,18-Jun-13,Equus caballus,-,A12_1786
KC792078,AL_Cosmopolitan_AM2b,Cosmopolitan AM2b,USA,United States,-,2012,2012,2012,1572,18-Jun-13,18-Jun-13,Vulpes vulpes,-,A12_1809
KC792079,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2012,2012,2012,1572,18-Jun-13,18-Jun-13,Canis familiaris,-,A12_1812
KC792080,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2012,2012,2012,1572,18-Jun-13,18-Jun-13,Canis familiaris,-,A12_1813
KC792081,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2012,2012,2012,1572,18-Jun-13,18-Jun-13,Felis catus,-,A12_1824
KC792082,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2012,2012,2012,1572,18-Jun-13,18-Jun-13,Canis familiaris,-,A12_1825
KC792192,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,1984,1984,1984,1572,18-Jun-13,18-Jun-13,skunk,-,AR647
KC792194,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,1984,1984,1984,1572,18-Jun-13,18-Jun-13,skunk,-,AR963
KC792195,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,1984,1984,1984,1572,18-Jun-13,18-Jun-13,skunk,-,AR_1537
KC792197,AL_Cosmopolitan_AM4,Cosmopolitan AM4,USA,United States,-,1979,1979,1979,1331,18-Jun-13,18-Jun-13,skunk,-,sm293
KC792216,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,1984,1984,1984,1572,18-Jun-13,18-Jun-13,skunk,-,MO1558
KC792218,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,1984,1984,1984,1572,18-Jun-13,18-Jun-13,skunk,-,MO933
KC792277,AL_Cosmopolitan_AM1,Cosmopolitan AM1,USA,United States,-,2011,2011,2011,882,18-Jun-13,18-Jun-13,skunk,-,A11_5732
KJ001488,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1350,24-Nov-15,24-Nov-15,Canis familiaris,-,1913dgM05
KJ001489,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1306,24-Nov-15,24-Nov-15,Canis familiaris,-,3169dgM05
KJ001490,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1347,24-Nov-15,24-Nov-15,Canis familiaris,-,3173dgM05
KJ001491,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1347,24-Nov-15,24-Nov-15,Canis familiaris,-,4454dgM05
KJ001492,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1347,24-Nov-15,24-Nov-15,Canis familiaris,-,4458dgM05
KJ001493,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1192,24-Nov-15,24-Nov-15,Canis familiaris,-,8086dgM05
KJ001494,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1305,24-Nov-15,24-Nov-15,Canis familiaris,-,3161dgM05
KJ001495,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1261,24-Nov-15,24-Nov-15,Canis familiaris,-,4182dgM05
KJ001496,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1306,24-Nov-15,24-Nov-15,Canis familiaris,-,6663dgPu05
KJ001497,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2006,2006,2006,1306,24-Nov-15,24-Nov-15,Canis familiaris,-,875dgM06
KJ001498,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2006,2006,2006,1304,24-Nov-15,24-Nov-15,Canis familiaris,-,4208dgDF06
KJ001499,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2006,2006,2006,1347,24-Nov-15,24-Nov-15,Canis familiaris,-,5761dgM06
KJ001500,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2006,2006,2006,1350,24-Nov-15,24-Nov-15,Canis familiaris,-,6929dgM06
KJ001501,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2006,2006,2006,1293,24-Nov-15,24-Nov-15,Canis familiaris,-,2790dgM06
KJ001502,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2006,2006,2006,1350,24-Nov-15,24-Nov-15,Canis familiaris,-,2782dgM06
KJ001503,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2007,2007,2007,1304,24-Nov-15,24-Nov-15,Canis familiaris,-,27dgM07
KJ001504,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2007,2007,2007,1300,24-Nov-15,24-Nov-15,Canis familiaris,-,3853dgM07
KJ001505,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1350,24-Nov-15,24-Nov-15,Canis familiaris,-,654dgM05
KJ001506,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2007,2007,2007,1308,24-Nov-15,24-Nov-15,Canis familiaris,-,2399dgPu07
KJ001507,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2008,2008,2008,1285,24-Nov-15,24-Nov-15,Canis familiaris,-,893dgM08
KJ001508,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2008,2008,2008,1315,24-Nov-15,24-Nov-15,Canis familiaris,-,4493dgPu08
KJ001509,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2009,2009,2009,1350,24-Nov-15,24-Nov-15,Canis familiaris,-,1855dgYu09
KJ001510,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2009,2009,2009,1346,24-Nov-15,24-Nov-15,Canis familiaris,-,7503dgGr09
KJ001511,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2010,2010,2010,1298,24-Nov-15,24-Nov-15,Canis familiaris,-,2369dgM10
KJ001512,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2011,2011,2011,1302,24-Nov-15,24-Nov-15,Canis familiaris,-,193dgChs11
KJ001513,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2011,2011,2011,1315,24-Nov-15,24-Nov-15,Canis familiaris,-,202dgM11
KJ001514,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2011,2011,2011,1298,24-Nov-15,24-Nov-15,Canis familiaris,-,206dgM11
KJ001515,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2011,2011,2011,1348,24-Nov-15,24-Nov-15,Canis familiaris,-,69dgHgo11
KJ001516,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2011,2011,2011,1350,24-Nov-15,24-Nov-15,Canis familiaris,-,1393dgM11
KJ001517,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2011,2011,2011,1350,24-Nov-15,24-Nov-15,Canis familiaris,-,1061dgM11
KJ001518,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2011,2011,2011,1350,24-Nov-15,24-Nov-15,Canis familiaris,-,2342dgM11
KJ001523,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2005,2005,2005,1342,24-Nov-15,24-Nov-15,Canis familiaris,-,6159dgM05
KJ001524,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2010,2010,2010,1339,24-Nov-15,24-Nov-15,Canis familiaris,-,1053dgDF10
KJ001525,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2009,2009,2009,1342,24-Nov-15,24-Nov-15,Canis familiaris,-,1689dgM09
KJ001531,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2006,2006,2006,1232,24-Nov-15,24-Nov-15,Canis familiaris,-,6799dgM06
KJ001532,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2007,2007,2007,1251,24-Nov-15,24-Nov-15,Canis familiaris,-,8259dgPu07
KJ001533,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2008,2008,2008,1295,24-Nov-15,24-Nov-15,Canis familiaris,-,5388dgM08
KJ001534,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2010,2010,2010,1342,24-Nov-15,24-Nov-15,Canis familiaris,-,2679dgM10
KJ001535,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2008,2008,2008,1340,24-Nov-15,24-Nov-15,Canis familiaris,-,4416dgHg08
KJ001536,AL_Cosmopolitan_AM2a,Cosmopolitan AM2a,MEX,Mexico,-,2011,2011,2011,1315,24-Nov-15,24-Nov-15,Canis familiaris,-,2766dgM11
KM594039,AL_Cosmopolitan_AM3b,Cosmopolitan AM3b,BRA,Brazil,-,2009,2009,2009,11881,18-Nov-15,14-Apr-16,Cerdocyon thous,-,IP 7841/09
KR781522,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,-,2006,2006,2006,1367,28-Oct-16,28-Oct-16,Canis familiaris,-,IP1465dgPI_06
KR781524,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,-,2011,2011,2011,1367,28-Oct-16,28-Oct-16,Canis familiaris,-,IP3630dgPI_11
KR781525,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,-,2011,2011,2011,1367,28-Oct-16,28-Oct-16,Canis familiaris,-,IP3629dgPI_11
KR781527,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,-,2006,2006,2006,1367,28-Oct-16,28-Oct-16,Canis familiaris,-,IP9765dgPE_06
KR781528,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,-,2008,2008,2008,1367,28-Oct-16,28-Oct-16,Canis familiaris,-,IP1726dgPE_08
KR781529,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,-,2008,2008,2008,1367,28-Oct-16,28-Oct-16,Canis familiaris,-,IP1722dgPE_08
KR781530,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,-,2008,2008,2008,1367,28-Oct-16,28-Oct-16,Canis familiaris,-,IP1724dgPE_08
KR781531,AL_Cosmopolitan_AM3a,Cosmopolitan AM3a,BRA,Brazil,-,2009,2009,2009,1367,28-Oct-16,28-Oct-16,Canis familiaris,-,IP7854dgPE_09
KR781533,AL_Cosmopolitan_AM3b,Cosmopolitan AM3b,BRA,Brazil,-,2009,2009,2009,1367,28-Oct-16,28-Oct-16,Canis familiaris,-,IP7841dgPE_09
